"Site","ID","Family","Binomial","Ndaphnia","Sex","Collector","Climate","Date","30m","60m","120m","180m","240m","nbut","Notes","weight","Condition","wing_atk","bird_div","bird_dens","bird_pc1","bird_pc2","bird_pc3","bird_pc4","death.p"
"OC","930","Lycaenidae","Lampides boeticus",10,"Male","MFE","Subtropical","21/09/2022",0,0,3,3,4,1,NA,0.0082,"Semi-natural",68.30986,3.115439,3921.578,7.598375,1.039509,4.961783,3.087219,0.4
"OC","931","Hesperiidae","Ocybadistes flavovittatus",10,"Female","MFE","Subtropical","21/09/2022",0,0,0,0,0,1,NA,0.008,"Semi-natural",68.30986,3.115439,3921.578,7.598375,1.039509,4.961783,3.087219,0
"OC","898","Pieridae","Belenois java",10,"Female","CI","Subtropical","21/09/2022",0,0,0,1,1,1,"Written as 989, corrected using extraction spreedsheet",0.108,"Semi-natural",68.30986,3.115439,3921.578,7.598375,1.039509,4.961783,3.087219,0.1
"OC","822","Hesperiidae","Ocybadistes flavovittatus",10,"Female","CI","Subtropical","21/09/2022",0,1,3,4,7,1,NA,0.009,"Semi-natural",68.30986,3.115439,3921.578,7.598375,1.039509,4.961783,3.087219,0.7
"OC","939","Lycaenidae","Zizina otis",10,"Female","CI","Subtropical","21/09/2022",0,3,7,9,9,1,NA,0.004,"Semi-natural",68.30986,3.115439,3921.578,7.598375,1.039509,4.961783,3.087219,0.9
"OC","944","Pieridae","Eurema hecabe",10,"Male","MFE","Subtropical","21/09/2022",0,0,0,0,2,1,NA,0.0118,"Semi-natural",68.30986,3.115439,3921.578,7.598375,1.039509,4.961783,3.087219,0.2
"OC","949","Nymphalidae","Danaus plexippus",10,"Female","CI","Subtropical","21/09/2022",3,4,7,8,8,1,"only small ones died",0.22,"Semi-natural",68.30986,3.115439,3921.578,7.598375,1.039509,4.961783,3.087219,0.8
"OC","950","Nymphalidae","Euploea tulliolus",10,"Female","MFE","Subtropical","21/09/2022",0,1,3,5,7,1,NA,0.0913,"Semi-natural",68.30986,3.115439,3921.578,7.598375,1.039509,4.961783,3.087219,0.7
"OC","951","Pieridae","Belenois java",10,"Male","MFE","Subtropical","21/09/2022",0,0,0,0,0,1,NA,0.041,"Semi-natural",68.30986,3.115439,3921.578,7.598375,1.039509,4.961783,3.087219,0
"OC","771","Pieridae","Belenois java",11,"Female","HS","Subtropical","21/09/2022",0,2,3,3,3,1,"11 daphnia in!",0.12,"Semi-natural",68.30986,3.115439,3921.578,7.598375,1.039509,4.961783,3.087219,0.272727272727273
"OC","ZO9","Lycaenidae","Zizina otis",10,"Male","ZW","Subtropical","1/11/2023",0,0,3,6,6,2,NA,0.006,"Semi-natural",68.30986,3.115439,3921.578,7.598375,1.039509,4.961783,3.087219,0.6
"OC","LP1","Lycaenidae","Leptotes plinius",10,"Male","SS","Temperate","21/09/2022",1,1,3,3,6,2,NA,0.006,"Semi-natural",68.30986,3.115439,3921.578,7.598375,1.039509,4.961783,3.087219,0.6
"OC","2956","Lycaenidae","Theclinesthes onycha",10,"Male","MFE","Subtropical","01/11/2023",7,10,10,10,10,1,"Brought from store and tested next day",0.009,"Semi-natural",68.30986,3.115439,3921.578,7.598375,1.039509,4.961783,3.087219,1
"OC","2919","Hesperiidae","Suniana sunias",10,"Male","DS","Subtropical","01/11/2023",0,0,2,3,4,1,NA,0.011,"Semi-natural",68.30986,3.115439,3921.578,7.598375,1.039509,4.961783,3.087219,0.4
"OC","2921","Nymphalidae","Euploea corinna",10,"Male","DS","Subtropical","01/11/2023",0,2,3,4,4,1,NA,0.146,"Semi-natural",68.30986,3.115439,3921.578,7.598375,1.039509,4.961783,3.087219,0.4
"OC","971","Pieridae","Belenois java",10,"Female","HS","Subtropical","21/09/2022",0,0,1,2,2,1,"written as 917, corrected using extraction sheet",0.085,"Semi-natural",68.30986,3.115439,3921.578,7.598375,1.039509,4.961783,3.087219,0.2
"OC","2915","Pieridae","Belenois java",10,"Male","DS","Subtropical","01/11/2023",0,0,2,2,3,1,NA,0.0646,"Semi-natural",68.30986,3.115439,3921.578,7.598375,1.039509,4.961783,3.087219,0.3
"OC","2916","Pieridae","Cepora perimale",10,"Male","DS","Subtropical","01/11/2023",0,0,0,0,0,1,NA,0.023,"Semi-natural",68.30986,3.115439,3921.578,7.598375,1.039509,4.961783,3.087219,0
"OC","2881","Nymphalidae","Euploea corinna",10,"Male","HS","Subtropical","01/11/2023",0,0,0,0,0,1,NA,0.2203,"Semi-natural",68.30986,3.115439,3921.578,7.598375,1.039509,4.961783,3.087219,0
"OC","2920","Nymphalidae","Euploea corinna",10,"Female","DS","Subtropical","01/11/2023",0,1,4,6,6,1,NA,0.2388,"Semi-natural",68.30986,3.115439,3921.578,7.598375,1.039509,4.961783,3.087219,0.6
"OC","860","Lycaenidae","Zizina otis",10,"Male","MFE","Subtropical","21/09/2022",0,0,1,2,2,1,NA,0.005,"Semi-natural",68.30986,3.115439,3921.578,7.598375,1.039509,4.961783,3.087219,0.2
"OC","874","Pieridae","Belenois java",10,"Male","CI","Subtropical","21/09/2022",0,0,0,0,0,1,NA,0.042,"Semi-natural",68.30986,3.115439,3921.578,7.598375,1.039509,4.961783,3.087219,0
"OC","2923","Nymphalidae","Euploea corinna",10,"Male","DS","Subtropical","01/11/2023",0,0,0,0,0,1,NA,0.214,"Semi-natural",68.30986,3.115439,3921.578,7.598375,1.039509,4.961783,3.087219,0
"PP","4053","Hesperiidae","Ocybadistes walkeri",10,"Female","MFE","Temperate","13/11/2023",0,0,0,1,1,1,NA,0.06983,"Urban",11.72414,2.067959,2750.197,21.83839,-10.0349,1.908405,0.117998,0.1
"PP","4072","Pieridae","Pieris rapae",10,"Female","MFE","Temperate","13/11/2023",0,0,0,0,0,1,NA,0.049,"Urban",11.72414,2.067959,2750.197,21.83839,-10.0349,1.908405,0.117998,0
"PP","4103","Pieridae","Pieris rapae",10,"Female","MFE","Temperate","13/11/2023",0,0,0,0,0,1,NA,0.045,"Urban",11.72414,2.067959,2750.197,21.83839,-10.0349,1.908405,0.117998,0
"PP","4176","Pieridae","Pieris rapae",10,"Female","LO","Temperate","13/11/2023",0,0,0,0,0,1,NA,0.0386,"Urban",11.72414,2.067959,2750.197,21.83839,-10.0349,1.908405,0.117998,0
"PP","4185","Pieridae","Pieris rapae",10,"Male","LO","Temperate","13/11/2023",0,0,0,0,0,1,NA,0.034,"Urban",11.72414,2.067959,2750.197,21.83839,-10.0349,1.908405,0.117998,0
"PP","4212","Pieridae","Pieris rapae",10,"Male","LO","Temperate","13/11/2023",0,0,0,0,0,1,NA,0.02128,"Urban",11.72414,2.067959,2750.197,21.83839,-10.0349,1.908405,0.117998,0
"PP","4131","Hesperiidae","Suniana sunias",10,"Female","LO","Temperate","13/11/2023",0,0,0,0,1,1,NA,0.0127,"Urban",11.72414,2.067959,2750.197,21.83839,-10.0349,1.908405,0.117998,0.1
"PP","4135","Lycaenidae","Zizina otis",10,"Female","LO","Temperate","13/11/2023",0,0,0,0,0,1,NA,0.006,"Urban",11.72414,2.067959,2750.197,21.83839,-10.0349,1.908405,0.117998,0
"PP","4136","Lycaenidae","Zizina otis",10,"Female","LO","Temperate","13/11/2023",0,0,0,0,0,1,NA,0.005,"Urban",11.72414,2.067959,2750.197,21.83839,-10.0349,1.908405,0.117998,0
"PP","4137","Lycaenidae","Zizina otis",10,"Female","LO","Temperate","13/11/2023",0,0,0,3,5,1,NA,0.004,"Urban",11.72414,2.067959,2750.197,21.83839,-10.0349,1.908405,0.117998,0.5
"PP","4140","Lycaenidae","Zizina otis",10,"Female","LO","Temperate","13/11/2023",0,3,4,6,7,1,NA,0.005,"Urban",11.72414,2.067959,2750.197,21.83839,-10.0349,1.908405,0.117998,0.7
"PP","4141","Lycaenidae","Zizina otis",10,"Female","LO","Temperate","13/11/2023",0,0,1,2,2,1,NA,0.006,"Urban",11.72414,2.067959,2750.197,21.83839,-10.0349,1.908405,0.117998,0.2
"PP","4144","Lycaenidae","Zizina otis",10,"Female","LO","Temperate","13/11/2023",0,0,0,1,2,1,NA,0.004,"Urban",11.72414,2.067959,2750.197,21.83839,-10.0349,1.908405,0.117998,0.2
"PP","4146","Pieridae","Eurema smilax",10,"Female","LO","Temperate","13/11/2023",0,0,0,0,0,1,NA,0.012,"Urban",11.72414,2.067959,2750.197,21.83839,-10.0349,1.908405,0.117998,0
"WLP","1815","Nymphalidae","Vanessa kershawi",10,"Female","JT","Temperate","18/11/2022",0,0,0,0,0,1,NA,0.077,"Semi-natural",22.85714,2.607294,2037.183,-8.76695,10.96784,-16.8957,-7.90121,0
"WLP","1821","Nymphalidae","Junonia villida",10,"Male","LH","Temperate","19/11/2022",0,0,0,0,0,1,NA,0.043,"Semi-natural",22.85714,2.607294,2037.183,-8.76695,10.96784,-16.8957,-7.90121,0
"WLP","1824","Nymphalidae","Junonia villida",10,"Female","LH","Temperate","19/11/2022",0,0,0,0,1,1,NA,0.026,"Semi-natural",22.85714,2.607294,2037.183,-8.76695,10.96784,-16.8957,-7.90121,0.1
"WLP","1791","Nymphalidae","Vanessa kershawi",10,"Female","SS","Temperate","18/11/2022",0,0,2,3,3,1,NA,0.034,"Semi-natural",22.85714,2.607294,2037.183,-8.76695,10.96784,-16.8957,-7.90121,0.3
"WLP","1798","Nymphalidae","Junonia villida",10,"Female","SS","Temperate","18/11/2022",0,0,0,0,0,1,NA,0.0423,"Semi-natural",22.85714,2.607294,2037.183,-8.76695,10.96784,-16.8957,-7.90121,0
"WLP","1820","Hesperiidae","Ocybadistes walkeri",10,"Male","LH","Temperate","19/11/2022",0,0,0,1,1,1,NA,0.0113,"Semi-natural",22.85714,2.607294,2037.183,-8.76695,10.96784,-16.8957,-7.90121,0.1
"WLP","1823","Hesperiidae","Ocybadistes flavovittatus",11,"Female","LH","Temperate","19/11/2022",0,0,3,5,9,1,NA,0.004,"Semi-natural",22.85714,2.607294,2037.183,-8.76695,10.96784,-16.8957,-7.90121,0.818181818181818
"WLP","1835","Nymphalidae","Junonia villida",10,"Male","SS","Temperate","19/11/2022",0,0,0,0,0,1,NA,0.045,"Semi-natural",22.85714,2.607294,2037.183,-8.76695,10.96784,-16.8957,-7.90121,0
"WLP","1783","Nymphalidae","Vanessa kershawi",10,"Female","HS","Temperate","18/11/2022",0,0,3,3,3,1,"also clumping",0.054,"Semi-natural",22.85714,2.607294,2037.183,-8.76695,10.96784,-16.8957,-7.90121,0.3
"WLP","1827","Hesperiidae","Ocybadistes walkeri",10,"Male","MFE","Temperate","19/11/2022",0,0,1,3,3,1,"Brought from store and tested next day",0.009,"Semi-natural",22.85714,2.607294,2037.183,-8.76695,10.96784,-16.8957,-7.90121,0.3
"WLR","3750","Lycaenidae","Zizina otis",10,"Male","MEH","Temperate","12/11/2023",0,1,3,3,3,1,"scales in liquid",0.004,"Urban",4.812834,2.206224,2801.127,14.37826,-4.98259,-0.1964,15.76448,0.3
"WLR","3845","Nymphalidae","Danaus plexippus",10,"Male","SP","Temperate","12/11/2023",0,0,0,0,0,1,NA,0.24475,"Urban",4.812834,2.206224,2801.127,14.37826,-4.98259,-0.1964,15.76448,0
"WLR","3739","Lycaenidae","Zizina otis",10,"Female","MEH","Temperate","12/11/2023",1,1,3,5,5,1,NA,0.007,"Urban",4.812834,2.206224,2801.127,14.37826,-4.98259,-0.1964,15.76448,0.5
"WLR","3773","Pieridae","Pieris rapae",10,"Female","MEH","Temperate","12/11/2023",0,0,0,0,1,1,NA,0.0476,"Urban",4.812834,2.206224,2801.127,14.37826,-4.98259,-0.1964,15.76448,0.1
"WLR","3781","Nymphalidae","Junonia villida",10,"Female","HS","Temperate","12/11/2023",0,0,0,0,0,1,NA,0.0643,"Urban",4.812834,2.206224,2801.127,14.37826,-4.98259,-0.1964,15.76448,0
"WLR","3909","Nymphalidae","Junonia villida",10,"Female","LR","Temperate","12/11/2023",0,1,1,1,1,1,NA,0.0451,"Urban",4.812834,2.206224,2801.127,14.37826,-4.98259,-0.1964,15.76448,0.1
"WLR","3898","Lycaenidae","Zizina otis",10,"Female","MFE","Temperate","12/11/2023",0,0,0,0,0,1,NA,0.0087,"Urban",4.812834,2.206224,2801.127,14.37826,-4.98259,-0.1964,15.76448,0
"WLR","3913","Hesperiidae","Toxidia peron",10,"Male","LR","Temperate","12/11/2023",0,0,0,0,0,1,NA,0.026,"Urban",4.812834,2.206224,2801.127,14.37826,-4.98259,-0.1964,15.76448,0
"WLR","3904","Lycaenidae","Zizina otis",10,"Male","MFE","Temperate","12/11/2023",0,0,0,1,1,1,NA,0.006,"Urban",4.812834,2.206224,2801.127,14.37826,-4.98259,-0.1964,15.76448,0.1
"WLR","3905","Lycaenidae","Zizina otis",10,"Female","MFE","Temperate","12/11/2023",0,0,2,3,3,1,NA,0.006,"Urban",4.812834,2.206224,2801.127,14.37826,-4.98259,-0.1964,15.76448,0.3
"WLR","3923","Pieridae","Pieris rapae",10,"Female","LR","Temperate","12/11/2023",0,0,0,0,0,1,NA,0.037,"Urban",4.812834,2.206224,2801.127,14.37826,-4.98259,-0.1964,15.76448,0
"WLR","3924","Pieridae","Pieris rapae",10,"Male","LR","Temperate","12/11/2023",0,0,0,0,0,1,NA,0.0298,"Urban",4.812834,2.206224,2801.127,14.37826,-4.98259,-0.1964,15.76448,0
"WPP","1594","Lycaenidae","Candalides absimilis",10,"Female","MFE","Temperate","16/11/2022",0,2,8,8,8,1,NA,0.012,"Urban",15.21739,1.241945,1935.324,29.23914,-18.6931,-1.17249,-8.3819,0.8
"WPP","1564","Nymphalidae","Hypocysta metirius",10,"Male","SS","Temperate","16/11/2022",0,0,2,2,4,1,NA,0.005,"Urban",15.21739,1.241945,1935.324,29.23914,-18.6931,-1.17249,-8.3819,0.4
"WPP","1568","Hesperiidae","Ocybadistes walkeri",10,"Male","SS","Temperate","16/11/2022",0,1,4,4,4,1,NA,0.012,"Urban",15.21739,1.241945,1935.324,29.23914,-18.6931,-1.17249,-8.3819,0.4
"WPP","1584","Hesperiidae","Ocybadistes walkeri",10,"Male","MEH","Temperate","16/11/2022",0,0,1,2,5,1,NA,0.009,"Urban",15.21739,1.241945,1935.324,29.23914,-18.6931,-1.17249,-8.3819,0.5
"WPP","1576","Hesperiidae","Trapezites symmomus",10,"Female","CW","Temperate","16/11/2022",0,0,0,0,0,1,NA,0.2435,"Urban",15.21739,1.241945,1935.324,29.23914,-18.6931,-1.17249,-8.3819,0
"WPP","1602","Hesperiidae","Telicota ancilla",10,"Female","HS","Temperate","16/11/2022",0,0,1,2,2,1,NA,0.0328,"Urban",15.21739,1.241945,1935.324,29.23914,-18.6931,-1.17249,-8.3819,0.2
"WPP","1577","Hesperiidae","Ocybadistes walkeri",10,"Female","CW","Temperate","16/11/2022",0,0,0,0,0,1,NA,0.021,"Urban",15.21739,1.241945,1935.324,29.23914,-18.6931,-1.17249,-8.3819,0
"WPP","1581","Hesperiidae","Ocybadistes walkeri",10,"Female","MEH","Temperate","16/11/2022",1,1,1,1,1,1,"Brought from store and tested next day",0.009,"Urban",15.21739,1.241945,1935.324,29.23914,-18.6931,-1.17249,-8.3819,0.1
"WPP","1586","Hesperiidae","Trapezites symmomus",10,"Female","MFE","Temperate","16/11/2022",0,0,0,0,0,1,NA,0.1764,"Urban",15.21739,1.241945,1935.324,29.23914,-18.6931,-1.17249,-8.3819,0
"WPP","1575","Hesperiidae","Trapezites symmomus",10,"Female","SS","Temperate","16/11/2022",5,5,9,9,10,1,"Brought from store and tested next day",0.148,"Urban",15.21739,1.241945,1935.324,29.23914,-18.6931,-1.17249,-8.3819,1
NA,"met6","Control","Methanol",10,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,"met7","Control","Methanol",10,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,"met8","Control","Methanol",8,NA,NA,NA,NA,0,0,0,0,0,NA,"Put 10 daphnia in, but had lots of bubbles, so I used a pipete tip to poke the bubbles and killed 2 daphnia, which means this trial only had 8!!!!",NA,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,"met9","Control","Methanol",10,NA,NA,NA,NA,0,0,0,0,0,NA,"Brought from store and tested next day",NA,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,"crt1","Control","Acheta domesticus",10,"Unknown",NA,NA,NA,0,0,0,0,0,1,NA,0.055,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,"rch1","Control","Nauphoeta cinerea",10,"Unknown",NA,NA,NA,0,0,0,0,0,1,NA,0.0425,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,"rch10","Control","Nauphoeta cinerea",10,"Unknown",NA,NA,NA,0,0,0,0,0,1,NA,0.0324,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,"rch2","Control","Nauphoeta cinerea",10,"Unknown",NA,NA,NA,0,0,0,0,0,1,NA,0.0311,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,"rch6","Control","Nauphoeta cinerea",10,"Unknown",NA,NA,NA,2,2,2,2,2,1,NA,0.03,NA,NA,NA,NA,NA,NA,NA,NA,0.2
NA,"rch7","Control","Nauphoeta cinerea",10,"Unknown",NA,NA,NA,0,0,0,0,0,1,NA,0.022,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,"rch8","Control","Nauphoeta cinerea",10,"Unknown",NA,NA,NA,1,1,1,1,1,1,"Brought from store and tested next day",0.024,NA,NA,NA,NA,NA,NA,NA,NA,0.1
NA,"rch9","Control","Nauphoeta cinerea",10,"Unknown",NA,NA,NA,0,0,0,0,0,1,NA,0.0308,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,"zhf1","Lycaenidae","Zizula hylax",10,"Female",NA,"Subtropical",NA,0,3,3,3,5,6,NA,0.0049,NA,NA,NA,NA,NA,NA,NA,NA,0.5
NA,"H2O14","Control","H2O",10,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,"zhf4","Lycaenidae","Zizula hylax",10,"Female",NA,"Subtropical",NA,0,0,0,0,0,6,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,"zhf6","Lycaenidae","Zizula hylax",10,"Female",NA,NA,NA,0,1,1,3,7,5,NA,0.007,NA,NA,NA,NA,NA,NA,NA,NA,0.7
NA,"H2O17","Control","H2O",10,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,"zhm6","Lycaenidae","Zizula hylax",10,"Male",NA,"Subtropical",NA,1,1,9,10,10,5,"scales in liquid",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,"ZO8","Lycaenidae","Zizina otis",10,"Male",NA,NA,NA,0,0,1,2,6,2,NA,0.006,NA,NA,NA,NA,NA,NA,NA,NA,0.6
NA,"H2O4","Control","H2O",10,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,"zof1","Lycaenidae","Zizina otis",10,"Female",NA,NA,NA,0,1,1,2,3,2,NA,0.00816,NA,NA,NA,NA,NA,NA,NA,NA,0.3
NA,"H2O8","Control","H2O",10,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,"crt3","Control","Acheta domesticus",10,"Unknown",NA,NA,NA,0,0,0,0,0,1,NA,0.1698,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,"H2O9","Control","H2O",12,NA,NA,NA,NA,0,0,0,0,1,NA,"Brought from store and tested next day/12 daphnia in",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0833333333333333
NA,"crt5","Control","Acheta domesticus",10,"Unknown",NA,NA,NA,0,0,0,0,2,1,NA,0.1528,NA,NA,NA,NA,NA,NA,NA,NA,0.2
NA,"crt7","Control","Acheta domesticus",10,"Unknown",NA,NA,NA,0,0,0,0,0,1,NA,0.176,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,"crt9","Control","Acheta domesticus",10,"Unknown",NA,NA,NA,0,0,0,0,0,1,NA,0.1123,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,"crt10","Control","Acheta domesticus",10,"Unknown",NA,NA,NA,0,0,0,0,0,1,NA,0.1486,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,"crt2","Control","Acheta domesticus",10,"Unknown",NA,NA,NA,1,1,1,1,1,1,NA,0.136,NA,NA,NA,NA,NA,NA,NA,NA,0.1
NA,"H2O15","Control","H2O",10,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,"crt4","Control","Acheta domesticus",10,"Unknown",NA,NA,NA,0,0,0,0,0,1,"Brought from store and tested next day",0.14,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,"crt6","Control","Acheta domesticus",10,"Unknown",NA,NA,NA,0,0,0,0,0,1,NA,0.1576,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,"crt8","Control","Acheta domesticus",10,"Unknown",NA,NA,NA,0,0,0,0,0,1,NA,0.1421,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,"H2O10","Control","H2O",10,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,"H2O11","Control","H2O",10,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,"H2O12","Control","H2O",10,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,"H2O13","Control","H2O",10,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,"met16","Control","Methanol",10,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,"H2O5","Control","H2O",10,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,"H2O16","Control","H2O",10,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,"H2O7","Control","H2O",10,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,"H2O18","Control","H2O",10,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,"met2","Control","Methanol",10,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,"H2O2","Control","H2O",10,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,"H2O21","Control","H2O",10,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,"H2O3","Control","H2O",10,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,"H2O6","Control","H2O",10,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,"ZOM3","Lycaenidae","Zizina otis",10,"Male",NA,"Temperate",NA,0,0,2,2,2,2,NA,0.008,NA,NA,NA,NA,NA,NA,NA,NA,0.2
NA,"met17","Control","Methanol",10,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,"met18","Control","Methanol",10,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,"met10","Control","Methanol",10,NA,NA,NA,NA,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1
NA,"rch3","Control","Nauphoeta cinerea",10,"Unknown",NA,NA,NA,0,0,0,0,0,1,NA,0.021,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,"met21","Control","Methanol",10,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,"met14","Control","Methanol",10,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,"met12","Control","Methanol",10,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,"PC1","Lycaenidae","Zizina otis",10,"Female",NA,"Temperate",NA,1,3,8,8,9,2,NA,0.008,NA,NA,NA,NA,NA,NA,NA,NA,0.9
NA,"met13","Control","Methanol",10,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,"met3","Control","Methanol",10,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,"met11","Control","Methanol",10,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,"met5","Control","Methanol",10,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,"zhm4","Lycaenidae","Zizula hylax",10,"Male",NA,NA,NA,0,4,9,9,10,5,NA,0.005,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,"met15","Control","Methanol",10,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,"met4","Control","Methanol",10,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,"rch5","Control","Nauphoeta cinerea",10,"Unknown",NA,NA,NA,0,0,0,0,0,1,"on timing 2 & 3 there was a dead one, but was very alive last time",0.0258,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,"rch4","Control","Nauphoeta cinerea",10,"Unknown",NA,NA,NA,0,0,0,0,0,1,NA,0.019,NA,NA,NA,NA,NA,NA,NA,NA,0
